paramId	name	behaviorVariationId	normalChangeTexChrId	hp	stamina	itemLotIdEnemy	teamType	lockCameraParamId	soundBankId	retargetReferenceChrId
20108562	Baleful Shadow	20100	-1	1320	50	-1	6	-1	-1	-1
20109000	Blaidd the Half-Wolf	20100	-1	1320	50	-1	7	-1	-1	-1
20109010	Blaidd the Half-Wolf	20100	-1	1320	50	-1	26	-1	-1	-1
20109020	Blaidd the Half-Wolf	20100	-1	1320	50	-1	0	-1	-1	-1
20109040	Blaidd the Half-Wolf	20100	-1	1320	50	-1	0	-1	-1	-1
20109064	Blaidd the Half-Wolf	20100	-1	1320	50	-1	26	-1	-1	-1
20109110	Blaidd the Half-Wolf	20100	-1	1320	50	-1	26	-1	-1	-1
20109120	Blaidd the Half-Wolf	20100	-1	1320	50	-1	7	-1	-1	-1
20109140	Blaidd the Half-Wolf	20100	-1	2900	50	-1	2	-1	-1	-1
20109210	Blaidd the Half-Wolf	20100	-1	1320	50	-1	26	-1	-1	-1
20109240	Blaidd the Half-Wolf	20100	-1	1320	50	-1	26	-1	-1	-1
20109310	Blaidd the Half-Wolf	20100	-1	1320	50	-1	2	-1	-1	-1
20109410	Blaidd the Half-Wolf	20100	-1	1320	50	-1	0	-1	-1	-1
20300000	Rennala, Queen of the Full Moon	20300	-1	1452	50	-1	6	-1	-1	-1
20300024	Rennala, Queen of the Full Moon	20300	-1	1452	50	-1	6	-1	-1	-1
20300100	Rennala, Queen of the Full Moon	20300	-1	1452	50	-1	26	-1	-1	-1
20300124	Rennala, Queen of the Full Moon	20300	-1	1452	50	-1	0	-1	-1	-1
20310000	Rennala, Queen of the Full Moon	20310	2030	1703	50	-1	6	2031	2030	-1
20310024	Rennala, Queen of the Full Moon	20310	2030	1703	50	-1	6	2031	2030	-1
20310100	Rennala, Queen of the Full Moon	20310	2030	1703	50	-1	26	2031	2030	-1
20310124	Rennala, Queen of the Full Moon	20310	2030	1703	50	-1	26	2031	2030	-1
20400000	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20400024	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20401000	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20401024	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20402000	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20402024	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20402100	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20402124	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20402200	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20402224	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20403000	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20403024	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20404000	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20404024	Juvenile Scholar	20400	-1	85	50	-1	6	-1	2030	-1
20410000	Kindred of Rot Larva	20410	-1	77	50	-1	6	-1	3810	-1
20410040	Kindred of Rot Larva	20410	-1	77	50	204100000	51	-1	3810	-1
20410056	Kindred of Rot Larva	20410	-1	77	50	204100100	6	-1	3810	-1
20500000	Ranni the Witch	20500	-1	1939	50	-1	6	-1	-1	-1
20500010	Renna the Witch	20500	-1	1939	50	-1	26	-1	-1	-1
20500020	Ranni the Witch	20500	-1	1939	50	-1	26	-1	-1	-1
20500100	Ranni the Witch	20500	-1	1939	50	-1	6	-1	-1	-1
20500122	Ranni the Witch	20500	-1	1939	50	-1	26	-1	-1	-1
20500178	Ranni the Witch	20500	-1	1939	50	-1	26	-1	-1	-1
20501000	Ranni the Witch	20500	-1	1939	50	-1	6	-1	-1	-1
20501022	Ranni the Witch	20500	-1	1939	50	-1	26	-1	-1	-1
20501100	Ranni the Witch	20500	-1	1939	50	-1	6	-1	-1	-1
20501122	Ranni the Witch	20500	-1	1939	50	-1	26	-1	-1	-1
20510000	Ranni the Witch	20510	-1	1939	50	-1	6	-1	-1	-1
20600000	The Two Fingers	20600	-1	5818	50	-1	6	-1	-1	-1
20600079	The Two Fingers	20600	-1	5818	50	-1	0	-1	-1	-1
21000000	Black Knife Assassin (Unscaled)	21000	-1	731	50	210000000	7	-1	-1	-1
21000034	Black Knife Assassin (Leyndell)	21000	-1	731	50	210000000	7	-1	-1	-1
21000052	Black Knife Assassin (Ordina)	21000	-1	731	50	210000000	33	-1	-1	-1
21000735	Black Knife Assassin (Boss)	21000	-1	731	50	-1	7	-1	-1	-1
21000820	Black Knife Assassin (Boss)	21000	-1	731	50	-1	7	-1	-1	-1
21000830	Black Knife Assassin (Boss)	21000	-1	731	50	-1	7	-1	-1	-1
21000930	Black Knife Assassin (Boss)	21000	-1	731	50	-1	7	-1	-1	-1
21001000	Black Knife Assassin (Unscaled)	21000	-1	731	50	-1	7	-1	-1	-1
21001010	Black Knife Assassin (Limgrave Catacombs Boss)	21000	-1	731	50	-1	7	-1	-1	-1
21002000	Black Knife Assassin (Unscaled)	21000	-1	1307	50	-1	7	-1	-1	-1
21002922	Alecto, Black Knife Ringleader	21000	-1	1307	50	-1	7	-1	-1	-1
21009000	Black Knife Assassin (Unscaled)	21000	-1	731	50	-1	0	-1	-1	-1
21009020	Black Knife Assassin (Liurnia Catacombs Boss)	21000	-1	731	50	-1	0	-1	-1	-1
21100000	Beast Clergyman	21100	-1	1588	50	-1	7	2110	-1	-1
21100072	Beast Clergyman (Farum Azula)	21100	-1	1588	50	-1	33	2110	-1	-1
21101000	Maliketh	21100	-1	1588	50	-1	7	2110	-1	-1
21101072	Maliketh (Farum Azula)	21100	-1	1588	50	-1	33	2110	-1	-1
21102000	Beast Clergyman	21100	-1	1588	50	-1	7	2110	-1	-1
21109000	Gurranq, Beast Clergyman	21100	-1	1588	50	-1	26	2110	-1	-1
21109042	Gurranq, Beast Clergyman	21100	-1	1588	50	-1	26	2110	-1	-1
21200000	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21200056	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21201000	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21201100	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21202000	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21202056	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21203000	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21203056	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21209000	Malenia, Blade of Miquella	21200	-1	2489	50	-1	33	-1	-1	-1
21300000	Margit	21300	-1	2521	50	-1	7	-1	-1	-1
21300014	Margit, the Fell Omen	21300	-1	2521	50	-1	7	-1	-1	-1
21300033	Margit (Capital Outskirts)	21300	-1	2521	50	-1	7	-1	-1	-1
21300500	Morgott	21300	-1	2521	50	-1	7	-1	-1	-1
21300534	Morgott, the Omen King	21300	-1	2521	50	-1	7	-1	-1	-1
21310000	Morgott - Dead	21310	-1	2521	50	-1	0	-1	-1	-1
21310034	Morgott - Dead (Leyndell)	21310	-1	0	50	-1	26	-1	-1	-1
21400000	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400012	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400030	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400034	Omen (Leyndell)	21400	-1	902	50	214000000	7	-1	-1	-1
21400035	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400090	Omen	21400	-1	902	50	-1	7	-1	-1	-1
21400100	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400114	Omen (Stormveil Castle)	21400	-1	902	50	214000000	7	-1	-1	-1
21400120	Omen	21400	-1	902	50	214000000	33	-1	-1	-1
21400130	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400135	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400200	Omen (Accursed)	21400	-1	1082	50	214000000	7	-1	-1	-1
21400235	Omen (Accursed)	21400	-1	1082	50	214000990	33	-1	-1	-1
21400300	Omen	21400	-1	1082	50	214000000	7	-1	-1	-1
21400335	Omen	21400	-1	1082	50	214000000	7	-1	-1	-1
21400400	Omen (Horned)	21400	-1	1082	50	214000000	7	-1	-1	-1
21400435	Omen (Horned)	21400	-1	1082	50	214000000	33	-1	-1	-1
21400600	Omen (Death-serving)	21400	-1	902	50	214000000	7	-1	-1	-1
21400633	Omen (Death-serving)	21400	-1	902	50	214000000	33	-1	-1	-1
21400900	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21400930	Omen	21400	-1	902	50	214000000	7	-1	-1	-1
21401000	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401030	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401035	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401100	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401120	Omen	21400	-1	902	50	214000100	33	-1	-1	-1
21401130	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401135	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401200	Omen	21400	-1	1082	50	214000100	7	-1	-1	-1
21401235	Omen	21400	-1	1082	50	214000100	33	-1	-1	-1
21401300	Omen	21400	-1	1082	50	214000100	7	-1	-1	-1
21401335	Omen	21400	-1	1082	50	214000100	7	-1	-1	-1
21401400	Omen	21400	-1	1082	50	214000100	7	-1	-1	-1
21401435	Omen	21400	-1	1082	50	214000100	33	-1	-1	-1
21401600	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401900	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21401930	Omen	21400	-1	902	50	214000100	7	-1	-1	-1
21403000	Omen	21400	-1	1625	50	-1	7	-1	-1	-1
21403050	Fell Twin	21400	-1	1625	50	-1	33	-1	-1	-1
21403100	Omen	21400	-1	1350	50	-1	7	-1	-1	-1
21403150	Fell Twin	21400	-1	1350	50	-1	33	-1	-1	-1
21409000	Omen	21400	-1	902	50	-1	7	-1	-1	-1
21500000	NPC Param 21500000	21500	-1	187	50	-1	6	-1	-1	-1
21500052	Lightning Ball	21500	-1	187	50	-1	6	-1	-1	-1
21500064	Lightning Ball (Siofra River)	21500	-1	187	50	-1	6	-1	-1	-1
21500300	NPC Param 21500300	21500	-1	187	50	-1	6	-1	-1	-1
21500352	Lightning Ball	21500	-1	187	50	-1	6	-1	-1	-1
21500400	NPC Param 21500400	21500	-1	187	50	-1	6	-1	-1	-1
21500452	Lightning Ball	21500	-1	187	50	-1	6	-1	-1	-1
21500500	NPC Param 21500500	21500	-1	187	50	-1	6	-1	-1	-1
21500552	Lightning Ball	21500	-1	187	50	-1	6	-1	-1	-1
21500600	NPC Param 21500600	21500	-1	187	50	-1	6	-1	-1	-1
21500652	Lightning Ball	21500	-1	187	50	-1	6	-1	-1	-1
21600000	Finger Reader Crone	21600	-1	902	50	-1	26	-1	2160	-1
21601000	Finger Reader Crone	21600	-1	1939	50	-1	26	-1	2160	-1
21601010	Finger Reader Crone	21600	-1	1939	50	-1	26	-1	2160	-1
21601012	Finger Reader Crone	21600	-1	1939	50	-1	26	-1	2160	-1
21601020	Finger Reader Crone	21600	-1	902	50	-1	26	-1	2160	-1
21601030	Finger Reader Crone	21600	-1	902	50	-1	26	-1	2160	-1
21601033	Finger Reader Crone	21600	-1	902	50	-1	26	-1	2160	-1
21601040	Finger Reader Crone	21600	-1	902	50	-1	26	-1	2160	-1
21601050	Keeper of Forbidden Lands	21600	-1	902	50	-1	26	-1	2160	-1
21601066	Godwyn's Wet Nurse	21600	-1	902	50	-1	26	-1	2160	-1
21700000	Finger Reader Enia	21700	-1	902	50	-1	26	-1	2160	-1
21700079	Finger Reader Enia	21700	-1	902	50	-1	0	-1	2160	-1
21701000	Finger Reader Enia	21700	-1	902	50	-1	26	-1	2160	-1
21800000	Melina	21800	-1	1920	50	-1	26	-1	-1	-1
21801000	Melina	21800	-1	1920	50	-1	2	-1	-1	-1
21801034	Melina	21800	-1	1920	50	-1	2	-1	-1	-1
21803000	Melina	21800	-1	1920	50	-1	26	-1	-1	-1
21809000	Melina	21800	-1	1920	50	-1	6	-1	-1	-1
21900000	Radagon (Unscaled)	21900	-1	1893	50	-1	6	-1	-1	-1
21900078	Radagon of the Golden Order	21900	-1	1893	50	-1	6	-1	-1	-1
21910000	Radagon - Crucified (Unscaled)	21910	-1	2913	50	-1	6	-1	-1	-1
22000000	Elden Beast	22000	-1	3140	50	-1	6	2200	-1	-1
22000078	Elden Beast	22000	-1	3140	50	-1	6	2200	-1	-1
22700000	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22700010	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22700012	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22700013	Giant Crab (Limgrave)	22700	-1	357	50	227000000	7	-1	-1	-1
22700030	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22700032	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22700033	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22700064	Giant Crab (Siofra River)	22700	-1	357	50	227000000	7	-1	-1	-1
22700100	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22700210	Giant Crab	22700	-1	357	50	227000000	7	-1	-1	-1
22710000	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22710010	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22710012	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22710013	Crab (Limgrave)	22710	-1	28	50	227100000	6	-1	-1	-1
22710030	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22710032	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22710033	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22710040	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22710060	Crab (Ainsel River)	22710	-1	28	50	227100000	6	-1	-1	-1
22710064	Crab (Siofra River)	22710	-1	28	50	227100000	6	-1	-1	-1
22710065	Crab	22710	-1	28	50	227100000	6	-1	-1	-1
22720000	Giant Black Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22720020	Giant Black Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22720100	Giant Black Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22720112	Giant Black Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22730000	Giant Black Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22730020	Black Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22740000	Giant Albinauric Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22740020	Giant Albinauric Crab	22700	-1	357	50	227000000	52	-1	2270	2270
22740021	Giant Albinauric Crab	22700	-1	357	50	227000000	52	-1	2270	2270
22740024	Giant Albinauric Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22740052	Giant Albinauric Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22740120	Giant Albinauric Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22750000	Albinauric Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22750020	Albinauric Crab	22710	-1	28	50	227100000	51	-1	2271	2271
22750024	Albinauric Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22750052	Albinauric Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22750120	Albinauric Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22751000	Albinauric Crab	22710	-1	260	50	227100500	6	-1	2271	2271
22751024	Albinauric Crab	22710	-1	260	50	227100500	6	-1	2271	2271
22760000	Giant Death Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22760020	Giant Death Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22760033	Giant Death Crab	22700	-1	357	50	227000000	7	-1	2270	2270
22770000	Death Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22770020	Death Crab	22710	-1	28	50	227100000	6	-1	2271	2271
22770033	Death Crab	22710	-1	28	50	227100000	6	-1	2271	2271
25000000	Crucible Knight (Unscaled)	25000	-1	840	150	-1	6	-1	-1	-1
25000010	Crucible Knight (Limgrave Evergaol Boss)	25000	-1	840	150	-1	6	-1	-1	-1
25000014	Crucible Knight	25000	-1	840	150	-1	6	-1	-1	-1
25000030	Crucible Knight	25000	-1	840	150	-1	6	-1	-1	-1
25000034	Crucible Knight (Leyndell)	25000	-1	840	150	-1	6	-1	-1	-1
25000042	Crucible Knight (Boss)	25000	-1	840	150	-1	6	-1	-1	-1
25000065	Crucible Knight	25000	-1	840	150	-1	6	-1	-1	-1
25000100	Crucible Knight (Unscaled)	25000	-1	840	150	-1	6	-1	-1	-1
25000165	Crucible Knight	25000	-1	840	150	-1	6	-1	-1	-1
25000172	Crucible Knight (Farum Azula)	25000	-1	840	150	-1	6	-1	-1	-1
25000865	Crucible Knight (Four Belfries)	25000	-1	840	150	-1	6	-1	-1	-1
25000933	Crucible Knight Ordovis	25000	-1	840	150	-1	6	-1	-1	-1
25000941	Crucible Knight (Redmane Boss)	25000	-1	840	150	-1	6	-1	-1	-1
25001000	Crucible Knight (Unscaled)	25000	-1	840	50	-1	6	-1	-1	-1
25001034	Crucible Knight (Leyndell)	25000	-1	840	50	-1	6	-1	-1	-1
25001065	Crucible Knight	25000	-1	840	50	-1	6	-1	-1	-1
25001066	Crucible Knight Siluria	25000	-1	840	50	-1	6	-1	-1	-1
25001100	Crucible Knight (Unscaled)	25000	-1	840	50	-1	6	-1	-1	-1
25001134	Crucible Knight (Leyndell)	25000	-1	840	50	-1	6	-1	-1	-1
25001165	Crucible Knight	25000	-1	840	50	-1	6	-1	-1	-1
25001933	Crucible Knight Ordovis (Auriza Boss)	25000	-1	840	50	-1	6	-1	-1	-1
25006000	Crucible Knight (Unscaled)	25000	-1	189	150	-1	6	-1	-1	-1
25006020	Crucible Knight (Boss)	25000	-1	628	150	-1	6	-1	-1	-1
25006100	Crucible Knight (Unscaled)	25000	-1	189	150	-1	6	-1	-1	-1
25006120	Crucible Knight (Boss)	25000	-1	628	150	-1	6	-1	-1	-1
25007000	Crucible Knight (Unscaled)	25000	-1	189	50	-1	6	-1	-1	-1
25007020	Crucible Knight (Boss)	25000	-1	628	50	-1	6	-1	-1	-1
25007100	Crucible Knight (Unscaled)	25000	-1	189	50	-1	6	-1	-1	-1
25007120	Crucible Knight (Boss)	25000	-1	628	50	-1	6	-1	-1	-1
25009000	Tanith's Knight	25000	-1	840	150	-1	6	-1	-1	-1
25009038	Tanith's Knight	25000	-1	840	150	-1	0	-1	-1	-1
25009138	Tanith's Knight	25000	-1	840	150	-1	27	-1	-1	-1
30000000	Exile Soldier	30000	-1	134	50	300000000	6	-1	-1	-1
30000006	Exile Soldier	30000	-1	134	50	-1	6	-1	-1	-1
30000014	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014000	6	-1	-1	-1
30000034	Exile Soldier (Leyndell)	30000	-1	134	50	300000000	6	-1	-1	-1
30000100	Exile Soldier	30000	-1	134	50	300000100	6	-1	-1	-1
30000106	Exile Soldier	30000	-1	134	50	-1	6	-1	-1	-1
30000114	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014100	6	-1	-1	-1
30000134	Exile Soldier (Leyndell)	30000	-1	134	50	300000100	6	-1	-1	-1
30000200	Exile Soldier	30000	-1	134	50	300000200	6	-1	-1	-1
30000214	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014200	6	-1	-1	-1
30000300	Exile Soldier	30000	-1	134	50	-1	6	-1	-1	-1
30000600	Exile Soldier	30000	-1	134	50	300000300	6	-1	-1	-1
30000614	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014300	6	-1	-1	-1
30000700	Exile Soldier	30000	-1	134	50	300000400	6	-1	-1	-1
30000714	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014400	6	-1	-1	-1
30000800	Exile Soldier	30000	-1	134	50	300000000	6	-1	-1	-1
30000814	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014000	6	-1	-1	-1
30000834	Exile Soldier (Leyndell)	30000	-1	134	50	300000000	6	-1	-1	-1
30001000	Exile Soldier	30000	-1	134	50	300000500	6	-1	-1	-1
30001014	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014500	6	-1	-1	-1
30001034	Exile Soldier (Leyndell)	30000	-1	134	50	300000500	6	-1	-1	-1
30001100	Exile Soldier	30000	-1	134	50	300000500	6	-1	-1	-1
30001114	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014500	6	-1	-1	-1
30001200	Exile Soldier	30000	-1	134	50	300000000	6	-1	-1	-1
30001214	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014000	6	-1	-1	-1
30001300	Exile Soldier	30000	-1	134	50	300000100	6	-1	-1	-1
30001314	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014100	6	-1	-1	-1
30002000	Exile Soldier	30000	-1	134	50	300000600	6	-1	-1	-1
30002014	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014600	6	-1	-1	-1
30002034	Exile Soldier (Leyndell)	30000	-1	134	50	300000600	6	-1	-1	-1
30003000	Exile Soldier	30000	-1	134	50	300000700	6	-1	-1	-1
30003014	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014700	6	-1	-1	-1
30003034	Exile Soldier (Leyndell)	30000	-1	134	50	300000700	6	-1	-1	-1
30003200	Exile Soldier	30000	-1	134	50	300000800	6	-1	-1	-1
30003214	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014800	6	-1	-1	-1
30003500	Exile Soldier	30000	-1	134	50	300000700	6	-1	-1	-1
30003514	Exile Soldier (Stormveil Castle)	30000	-1	134	50	300014700	6	-1	-1	-1
30004000	Mausoleum Exile Soldier	30000	-1	134	50	300000000	6	-1	-1	-1
30004007	Mausoleum Exile Soldier	30000	-1	134	50	300000010	6	-1	-1	-1
30004051	Mausoleum Exile Soldier	30000	-1	134	50	300051000	6	-1	-1	-1
30004100	Mausoleum Exile Soldier	30000	-1	134	50	300000100	6	-1	-1	-1
30004107	Mausoleum Exile Soldier	30000	-1	134	50	300000110	6	-1	-1	-1
30004151	Mausoleum Exile Soldier	30000	-1	134	50	300051100	6	-1	-1	-1
30004200	Mausoleum Exile Soldier	30000	-1	134	50	300000200	6	-1	-1	-1
30004251	Mausoleum Exile Soldier	30000	-1	134	50	300051200	6	-1	-1	-1
30004300	Mausoleum Exile Soldier	30000	-1	134	50	300000200	6	-1	-1	-1
30004351	Mausoleum Exile Soldier	30000	-1	134	50	300051200	6	-1	-1	-1
30005000	Mausoleum Exile Soldier	30000	-1	134	50	300000500	6	-1	-1	-1
30005007	Mausoleum Exile Soldier	30000	-1	134	50	300000510	6	-1	-1	-1
30005051	Mausoleum Exile Soldier	30000	-1	134	50	300051500	6	-1	-1	-1
30006000	Mausoleum Exile Soldier	30000	-1	134	50	300000600	6	-1	-1	-1
30006051	Mausoleum Exile Soldier	30000	-1	134	50	300051600	6	-1	-1	-1
30007000	Mausoleum Exile Soldier	30000	-1	134	50	300000700	6	-1	-1	-1
30007051	Mausoleum Exile Soldier	30000	-1	134	50	300051700	6	-1	-1	-1
30008000	Exile Soldier	30000	-1	134	50	-1	6	-1	-1	-1
30008040	Exile Soldier (Boss)	30000	-1	134	50	-1	51	-1	-1	-1
30100000	Banished Knight	30100	-1	477	100	301000000	6	-1	-1	-1
30100014	Banished Knight (Stormveil Castle)	30100	-1	477	100	301000000	6	-1	-1	-1
30100034	Banished Knight (Leyndell)	30100	-1	477	100	301000000	6	-1	-1	-1
30100100	Banished Knight	30100	-1	448	100	301000100	6	-1	-1	-1
30100114	Banished Knight (Stormveil Castle)	30100	-1	448	100	301000100	6	-1	-1	-1
30100134	Banished Knight (Leyndell)	30100	-1	448	100	301000100	6	-1	-1	-1
30100140	Banished Knight	30100	-1	448	100	301000100	6	-1	-1	-1
30100172	Banished Knight	30100	-1	448	100	301000100	6	-1	-1	-1
30100200	Banished Knight	30100	-1	640	100	301000200	6	-1	-1	-1
30100214	Banished Knight	30100	-1	477	100	301000000	0	-1	-1	-1
30100234	Banished Knight (Leyndell)	30100	-1	640	100	301000200	6	-1	-1	-1
30100400	Mausoleum Banished Knight	30100	-1	477	100	301000000	6	-1	-1	-1
30100451	Mausoleum Banished Knight	30100	-1	477	100	301000000	6	-1	-1	-1
30100500	Mausoleum Banished Knight	30100	-1	448	100	301000000	6	-1	-1	-1
30100507	Mausoleum Banished Knight	30100	-1	448	100	301000010	6	-1	-1	-1
30100600	Mausoleum Banished Knight	30100	-1	640	100	301000200	6	-1	-1	-1
30100651	Mausoleum Banished Knight	30100	-1	640	100	301000200	6	-1	-1	-1
30100800	Banished Knight	30100	-1	477	100	301000000	6	-1	-1	-1
30100814	Banished Knight (Stormveil Castle)	30100	-1	477	100	301000000	6	-1	-1	-1
30101000	Banished Knight	30100	-1	477	100	301000300	6	-1	-1	-1
30101034	Banished Knight (Leyndell)	30100	-1	477	100	301000300	6	-1	-1	-1
30101100	Banished Knight	30100	-1	448	100	301000400	6	-1	-1	-1
30101134	Banished Knight (Leyndell)	30100	-1	448	100	301000400	6	-1	-1	-1
